Var1,Var2,obs,exp,n,pmr
J960,R568,9,9.879999999999999,745,0.9109311740890689
E785,J459,5,5.49,375,0.9107468123861566
I272,I48,45,49.42,3103,0.9105625252934034
E668,J449,6,6.6,625,0.9090909090909092
C780,I219,1,1.1,86,0.9090909090909091
E142,E875,1,1.1,77,0.9090909090909091
E785,R58,1,1.1,72,0.9090909090909091
E871,I509,2,2.2,130,0.9090909090909091
F171,J189,1,1.1,89,0.9090909090909091
F919,J969,1,1.1,60,0.9090909090909091
G309,X590,1,1.1,60,0.9090909090909091
I10,R730,1,1.1,66,0.9090909090909091
I500,K746,14,15.4,1204,0.9090909090909091
I500,Y831,4,4.4,276,0.9090909090909091
I64,R634,1,1.1,61,0.9090909090909091
I64,X590,1,1.1,59,0.9090909090909091
I959,N179,9,9.9,671,0.9090909090909091
J969,R522,2,2.2,169,0.9090909090909091
I10,M480,10,11.01,666,0.9082652134423251
I48,K219,15,16.53,975,0.9074410163339383
E871,I48,6,6.62,415,0.9063444108761329
I959,R092,3,3.31,225,0.9063444108761329
G309,N183,2,2.21,123,0.9049773755656109
I120,M199,8,8.84,510,0.9049773755656109
J189,J849,2,2.21,147,0.9049773755656109
D649,I272,6,6.64,430,0.9036144578313253
E119,M199,7,7.75,480,0.9032258064516129
C509,E039,5,5.54,345,0.9025270758122743
F03,N40,8,8.87,493,0.9019165727170237
I219,J189,12,13.31,880,0.9015777610818932
I214,R99,1,1.1099999999999999,74,0.900900900900901
I498,I500,1,1.1099999999999999,61,0.900900900900901
J440,J90,2,2.2199999999999998,145,0.900900900900901
J960,R636,1,1.1099999999999999,60,0.900900900900901
D689,F179,3,3.33,282,0.9009009009009009
I48,N009,3,3.33,194,0.9009009009009009
I959,J969,10,11.1,786,0.9009009009009009
N009,N189,9,9.99,580,0.9009009009009009
C61,I679,1,1.11,63,0.9009009009009008
E112,I694,2,2.22,151,0.9009009009009008
E785,R060,1,1.11,64,0.9009009009009008
I279,J961,1,1.11,77,0.9009009009009008
R092,R418,1,1.11,66,0.9009009009009008
T401,T404,1,1.11,122,0.9009009009009008
A419,R54,12,13.34,716,0.8995502248875562
E780,I10,42,46.7,3190,0.899357601713062
I679,N189,4,4.45,263,0.898876404494382
D649,I499,7,7.79,494,0.8985879332477535
I10,M869,3,3.34,226,0.8982035928143713
N179,N183,3,3.34,208,0.8982035928143713
F329,J449,10,11.14,757,0.8976660682226212
F03,K922,12,13.370000000000001,769,0.8975317875841435
C189,I500,9,10.03,605,0.897308075772682
E876,I469,2,2.23,157,0.8968609865470852
G20,I219,2,2.23,151,0.8968609865470852
J449,J690,28,31.22,2058,0.8968609865470852
G309,J969,18,20.08,1159,0.8964143426294822
R090,R628,7,7.82,472,0.8951406649616368
I251,I500,299,334.23,21351,0.8945935433683391
C679,I10,12,13.42,812,0.8941877794336811
C259,J969,1,1.1199999999999999,92,0.8928571428571429
E875,I48,5,5.6,358,0.8928571428571429
I499,M199,3,3.36,189,0.8928571428571429
J960,L031,1,1.1199999999999999,72,0.8928571428571429
M819,R092,2,2.2399999999999998,129,0.8928571428571429
R068,R628,2,2.2399999999999998,142,0.8928571428571429
A490,N185,1,1.12,88,0.8928571428571428
A498,I469,1,1.12,59,0.8928571428571428
C259,I251,1,1.12,82,0.8928571428571428
C349,K922,1,1.12,87,0.8928571428571428
C679,N19,1,1.12,73,0.8928571428571428
C859,I509,1,1.12,74,0.8928571428571428
E46,J841,1,1.12,71,0.8928571428571428
E872,I499,2,2.24,141,0.8928571428571428
I10,J80,3,3.3600000000000003,260,0.8928571428571428
I110,R628,1,1.12,62,0.8928571428571428
I120,M139,1,1.12,66,0.8928571428571428
I129,I251,1,1.12,65,0.8928571428571428
I250,I709,1,1.12,69,0.8928571428571428
I251,L031,1,1.12,66,0.8928571428571428
I509,M139,1,1.12,61,0.8928571428571428
I679,R090,1,1.12,67,0.8928571428571428
N009,N390,1,1.12,66,0.8928571428571428
F179,G309,28,31.39,1910,0.8920038228735265
E149,K922,8,8.97,636,0.8918617614269787
N189,R99,5,5.61,351,0.8912655971479501
C61,R092,4,4.49,276,0.8908685968819599
I350,J189,8,8.98,513,0.8908685968819599
I48,M069,10,11.23,732,0.8904719501335707
J90,R068,3,3.37,212,0.8902077151335311
G309,J960,11,12.370000000000001,715,0.8892481810832659
E039,I495,2,2.25,122,0.8888888888888888
E668,I120,2,2.25,199,0.8888888888888888
E872,G934,2,2.25,158,0.8888888888888888
F919,I500,2,2.25,124,0.8888888888888888
J449,K922,12,13.5,955,0.8888888888888888
E86,J960,5,5.63,353,0.8880994671403197
G309,R13,11,12.4,711,0.8870967741935484
E149,I255,9,10.16,735,0.8858267716535433
D696,I802,1,1.13,91,0.8849557522123894
I10,R578,1,1.13,82,0.8849557522123894
D649,I255,4,4.5200000000000005,291,0.8849557522123893
I269,N185,1,1.1300000000000001,95,0.8849557522123893
J960,N289,1,1.1300000000000001,87,0.8849557522123893
K729,R579,1,1.1300000000000001,105,0.8849557522123893
M819,R522,1,1.1300000000000001,65,0.8849557522123893
I500,I639,7,7.92,489,0.8838383838383839
I48,R634,4,4.529999999999999,243,0.8830022075055189
N390,R33,4,4.53,232,0.8830022075055187
J90,R090,7,7.93,491,0.8827238335435057
E785,I120,57,64.59,4017,0.8824895494658616
I120,I495,3,3.41,187,0.8797653958944281
F03,J960,46,52.29,3127,0.8797093134442532
E039,I48,55,62.559999999999995,3648,0.8791560102301791
F419,J449,4,4.55,300,0.8791208791208791
I219,R090,4,4.55,323,0.8791208791208791
F03,N183,5,5.69,319,0.8787346221441125
E43,I48,6,6.83,428,0.8784773060029283
C859,R092,1,1.14,75,0.8771929824561404
E039,I672,1,1.14,61,0.8771929824561404
E119,I219,8,9.12,684,0.8771929824561404
E46,F019,4,4.56,262,0.8771929824561404
E785,F322,1,1.14,69,0.8771929824561404
G473,W80,1,1.14,82,0.8771929824561404
I120,I458,1,1.14,83,0.8771929824561404
I251,R11,1,1.14,68,0.8771929824561404
J439,J960,4,4.56,348,0.8771929824561404
R570,Y831,1,1.14,83,0.8771929824561404
E112,M199,1,1.1400000000000001,72,0.8771929824561403
E149,R522,1,1.1400000000000001,89,0.8771929824561403
E46,I519,1,1.1400000000000001,70,0.8771929824561403
I458,R579,1,1.1400000000000001,100,0.8771929824561403
I469,Y834,1,1.1400000000000001,81,0.8771929824561403
I517,J969,1,1.1400000000000001,75,0.8771929824561403
I802,N40,1,1.1400000000000001,67,0.8771929824561403
B182,J449,4,4.57,457,0.87527352297593
G309,J690,7,8,463,0.875
J690,R000,3,3.43,207,0.8746355685131195
I120,J189,17,19.44,1161,0.8744855967078189
E142,N179,5,5.72,404,0.8741258741258742
G309,N179,6,6.87,390,0.8733624454148472
I10,K769,2,2.29,171,0.8733624454148472
A419,L899,23,26.36,1812,0.8725341426403642
I429,I48,30,34.41,2234,0.8718395815170009
I10,W80,16,18.38,1142,0.8705114254624592
C189,I350,1,1.15,63,0.8695652173913044
C780,R53,1,1.15,91,0.8695652173913044
C787,R99,1,1.15,87,0.8695652173913044
D649,I518,2,2.3,143,0.8695652173913044
E039,J984,1,1.15,72,0.8695652173913044
F102,J960,1,1.15,107,0.8695652173913044
F329,R688,2,2.3,148,0.8695652173913044
G931,R092,4,4.6,364,0.8695652173913044
I251,I516,4,4.6,293,0.8695652173913044
I469,M809,1,1.15,63,0.8695652173913044
I500,X599,1,1.15,75,0.8695652173913044
I739,R068,1,1.15,83,0.8695652173913044
E43,I251,3,3.45,219,0.8695652173913043
F03,R470,2,2.3000000000000003,139,0.8695652173913042
G934,N189,4,4.6000000000000005,304,0.8695652173913042
I694,N40,1,1.1500000000000001,66,0.8695652173913042
D649,I120,39,44.92,2716,0.8682101513802315
D649,E889,2,2.31,144,0.8658008658008658
D696,N189,2,2.31,156,0.8658008658008658
E86,R090,2,2.31,144,0.8658008658008658
I251,N183,8,9.24,542,0.8658008658008658
I272,K922,2,2.31,153,0.8658008658008658
J690,R688,8,9.24,616,0.8658008658008658
I500,I694,20,23.16,1427,0.8635578583765112
I251,J690,34,39.4,2406,0.8629441624365483
C61,N185,1,1.16,80,0.8620689655172414
D509,I48,2,2.32,140,0.8620689655172414
E870,F03,3,3.48,203,0.8620689655172414
F03,F919,10,11.6,657,0.8620689655172414
F03,K219,11,12.76,733,0.8620689655172414
F171,J961,2,2.32,194,0.8620689655172414
F329,I350,1,1.16,68,0.8620689655172414
I469,R11,2,2.32,146,0.8620689655172414
I694,R418,1,1.16,68,0.8620689655172414
I959,J81,1,1.16,77,0.8620689655172414
J449,M869,1,1.16,82,0.8620689655172414
J47,J969,1,1.16,84,0.8620689655172414
R000,R53,1,1.16,68,0.8620689655172414
E112,G931,1,1.1600000000000001,95,0.8620689655172413
E871,E872,1,1.1600000000000001,81,0.8620689655172413
F019,I272,1,1.1600000000000001,65,0.8620689655172413
I269,Y442,1,1.1600000000000001,85,0.8620689655172413
K579,K922,1,1.1600000000000001,66,0.8620689655172413
E112,I48,21,24.45,1618,0.8588957055214724
A419,F03,61,71.06,4288,0.858429496200394
C349,D649,2,2.33,167,0.8583690987124464
E142,K746,2,2.33,195,0.8583690987124464
I269,J690,4,4.66,323,0.8583690987124464
E785,G473,11,12.82,1016,0.8580343213728548
C64,I251,3,3.5,234,0.8571428571428571
G934,J960,18,21,1537,0.8571428571428571
I10,I516,25,29.2,1930,0.8561643835616438
A419,I442,1,1.17,64,0.8547008547008548
D469,R092,1,1.17,73,0.8547008547008548
E870,R13,2,2.34,135,0.8547008547008548
G309,N184,1,1.17,64,0.8547008547008548
G311,I48,1,1.17,60,0.8547008547008548
I501,J960,1,1.17,68,0.8547008547008548
J690,R91,1,1.17,70,0.8547008547008548
K729,N390,1,1.17,96,0.8547008547008548
M480,R628,2,2.34,134,0.8547008547008548
N19,R568,1,1.17,89,0.8547008547008548
E875,J189,3,3.5100000000000002,230,0.8547008547008547
I350,I709,3,3.5100000000000002,210,0.8547008547008547
C61,K922,2,2.3400000000000003,141,0.8547008547008546
E872,K729,1,1.1700000000000002,109,0.8547008547008546
I509,J159,1,1.1700000000000002,65,0.8547008547008546
I48,I500,489,572.1800000000001,34069,0.8546261665909328
E785,I10,376,440.04,29492,0.8544677756567585
D649,E039,21,24.58,1483,0.854353132628153
E149,F329,6,7.04,484,0.8522727272727273
E669,N179,2,2.35,202,0.851063829787234
E86,I219,2,2.35,147,0.851063829787234
C189,E785,3,3.5300000000000002,220,0.8498583569405098
I48,N189,73,85.95,5085,0.8493310063990692
A419,F419,1,1.18,75,0.8474576271186441
C189,I269,1,1.18,83,0.8474576271186441
F322,I500,1,1.18,62,0.8474576271186441
I272,N185,2,2.36,191,0.8474576271186441
J449,W80,8,9.44,610,0.8474576271186441
J690,K567,1,1.18,79,0.8474576271186441
D649,R068,3,3.54,249,0.847457627118644
J90,N183,1,1.1800000000000002,68,0.8474576271186439
J690,N390,15,17.72,1080,0.8465011286681716
D689,I469,4,4.74,373,0.8438818565400843
E119,I269,6,7.11,537,0.8438818565400843
E86,E872,2,2.37,149,0.8438818565400843
I120,R630,2,2.37,125,0.8438818565400843
I499,I959,2,2.37,161,0.8438818565400843
I959,R000,2,2.37,153,0.8438818565400843
R13,R263,2,2.37,149,0.8438818565400843
E149,J961,8,9.51,720,0.8412197686645636
C189,I64,2,2.38,150,0.8403361344537815
D62,N179,2,2.38,139,0.8403361344537815
D649,R688,10,11.9,785,0.8403361344537815
E039,E871,2,2.38,146,0.8403361344537815
E109,E785,1,1.19,97,0.8403361344537815
F03,R630,7,8.33,457,0.8403361344537815
G409,I500,1,1.19,79,0.8403361344537815
G409,J449,1,1.19,89,0.8403361344537815
I739,M480,1,1.19,71,0.8403361344537815
J984,R53,1,1.19,78,0.8403361344537815
K922,R54,2,2.38,125,0.8403361344537815
H409,R628,1,1.1900000000000002,61,0.8403361344537814
C61,C795,5,5.96,396,0.8389261744966443
D696,I500,5,5.96,384,0.8389261744966443
F179,R53,19,22.65,1571,0.8388520971302429
I499,N19,3,3.58,242,0.8379888268156425
E115,I48,4,4.78,279,0.8368200836820083
J969,J981,2,2.39,148,0.8368200836820083
G934,J969,15,17.93,1307,0.8365867261572784
I350,J969,11,13.17,807,0.8352315869400152
C679,E039,1,1.2,71,0.8333333333333334
C900,I48,2,2.4,164,0.8333333333333334
E149,W80,4,4.8,329,0.8333333333333334
E43,E86,2,2.4,152,0.8333333333333334
E669,I739,1,1.2,99,0.8333333333333334
F069,I48,2,2.4,144,0.8333333333333334
I10,N139,1,1.2,62,0.8333333333333334
I120,J440,2,2.4,155,0.8333333333333334
I350,K219,1,1.2,72,0.8333333333333334
F069,I469,3,3.6,220,0.8333333333333333
I251,J90,8,9.62,592,0.8316008316008316
E785,I639,4,4.8100000000000005,317,0.8316008316008315
J449,N189,43,51.72,3311,0.831399845320959
I472,I48,7,8.42,564,0.831353919239905
E119,I259,3,3.61,246,0.8310249307479225
C189,C780,2,2.41,173,0.8298755186721991
I269,R628,4,4.82,304,0.8298755186721991
J189,N184,2,2.41,134,0.8298755186721991
E119,J459,3,3.62,266,0.8287292817679558
I469,W80,16,19.31,1276,0.8285862247540136
C029,F179,1,1.21,100,0.8264462809917356
C787,K746,1,1.21,101,0.8264462809917356
C795,J690,1,1.21,89,0.8264462809917356
E115,I120,2,2.42,148,0.8264462809917356
E119,R18,1,1.21,105,0.8264462809917356
F019,I698,2,2.42,135,0.8264462809917356
I10,R798,1,1.21,63,0.8264462809917356
I350,K746,1,1.21,92,0.8264462809917356
I429,N19,3,3.63,254,0.8264462809917356
I48,I709,24,29.05,1708,0.8261617900172117
A419,J90,8,9.7,640,0.8247422680412372
G629,I500,3,3.64,214,0.8241758241758241
I10,I749,2,2.43,144,0.8230452674897119
I255,R090,2,2.43,163,0.8230452674897119
I219,I509,8,9.73,653,0.8221993833504625
I10,I620,3,3.65,228,0.8219178082191781
D728,I48,1,1.22,70,0.819672131147541
E039,E145,1,1.22,77,0.819672131147541
E112,I64,4,4.88,342,0.819672131147541
E668,R092,1,1.22,115,0.819672131147541
E875,I219,1,1.22,83,0.819672131147541
F209,I10,3,3.66,325,0.819672131147541
J181,J969,1,1.22,64,0.819672131147541
J960,K859,1,1.22,86,0.819672131147541
R001,R54,1,1.22,64,0.819672131147541
E039,I64,10,12.209999999999999,738,0.8190008190008191
I48,I518,8,9.790000000000001,602,0.8171603677221654
C900,F179,2,2.45,184,0.8163265306122448
E785,I255,9,11.04,744,0.8152173913043479
C509,I120,3,3.68,232,0.8152173913043478
D649,E785,28,34.35,2189,0.8151382823871907
D649,R568,4,4.91,347,0.8146639511201629
I272,J189,6,7.37,478,0.8141112618724559
F179,J449,421,517.5,39373,0.8135265700483092
C509,J90,1,1.23,79,0.8130081300813008
C61,I350,2,2.46,135,0.8130081300813008
D62,I509,1,1.23,73,0.8130081300813008
F329,G459,1,1.23,71,0.8130081300813008
H540,I469,1,1.23,72,0.8130081300813008
I10,K449,1,1.23,67,0.8130081300813008
I120,I429,6,7.38,489,0.8130081300813008
I120,K566,1,1.23,71,0.8130081300813008
I340,I429,1,1.23,77,0.8130081300813008
J189,J90,15,18.48,1149,0.8116883116883117
A419,M869,4,4.93,347,0.8113590263691685
I500,N009,4,4.93,283,0.8113590263691685
I214,I64,2,2.47,169,0.8097165991902834
C61,I64,5,6.18,364,0.8090614886731392
I120,I272,7,8.66,530,0.8083140877598153
F03,J81,4,4.95,276,0.8080808080808081
I350,N189,8,9.9,562,0.8080808080808081
J449,R99,10,12.379999999999999,877,0.8077544426494346
I64,J449,29,35.93,2497,0.8071249652101308
E149,K559,1,1.24,87,0.8064516129032259
I255,I495,1,1.24,73,0.8064516129032259
I38,R13,1,1.24,72,0.8064516129032259
I48,R31,1,1.24,65,0.8064516129032259
J90,R53,2,2.48,146,0.8064516129032259
J969,M628,2,2.48,163,0.8064516129032259
M480,M819,1,1.24,67,0.8064516129032259
I802,J189,6,7.44,511,0.8064516129032258
E46,R54,5,6.21,332,0.8051529790660226
F03,I499,17,21.12,1214,0.8049242424242424
E039,I694,4,4.97,300,0.8048289738430584
I10,J690,57,70.86,4367,0.8044030482641829
C349,I500,9,11.19,792,0.8042895442359249
J440,R090,4,4.9799999999999995,359,0.8032128514056226
A419,I679,2,2.49,161,0.8032128514056224
E109,F179,2,2.49,206,0.8032128514056224
I469,M869,2,2.49,168,0.8032128514056224
I619,J960,2,2.49,174,0.8032128514056224
I64,I698,2,2.49,145,0.8032128514056224
I739,I802,3,3.7399999999999998,251,0.8021390374331552
G473,I251,18,22.44,1740,0.8021390374331551
J439,J449,8,9.99,753,0.8008008008008007
B182,I48,2,2.5,216,0.8
C509,I802,1,1.25,90,0.8
C911,D649,1,1.25,72,0.8
E115,J969,1,1.25,82,0.8
E145,R628,1,1.25,78,0.8
E789,K219,1,1.25,78,0.8
E870,N189,1,1.25,72,0.8
E876,J960,1,1.25,90,0.8
F019,G934,1,1.25,79,0.8
I120,R91,1,1.25,71,0.8
I269,R13,3,3.75,242,0.8
I350,J440,1,1.25,79,0.8
I429,R688,3,3.75,269,0.8
I469,K567,1,1.25,74,0.8
I48,K769,1,1.25,82,0.8
I509,R001,2,2.5,142,0.8
I509,R418,1,1.25,71,0.8
J449,W19,2,2.5,125,0.8
J961,M199,1,1.25,82,0.8
N179,R33,1,1.25,63,0.8
E46,R53,12,15.01,955,0.7994670219853431
I48,R64,9,11.27,640,0.7985803016858918
E870,N179,4,5.01,298,0.7984031936127745
A419,E149,42,52.61,3856,0.7983273141988215
E875,N189,3,3.76,240,0.797872340425532
C509,F179,9,11.290000000000001,856,0.7971656333038086
E785,J690,10,12.549999999999999,788,0.7968127490039841
I48,I634,2,2.51,140,0.7968127490039841
F179,I131,2,2.5100000000000002,184,0.796812749003984
F329,R54,2,2.5100000000000002,136,0.796812749003984
I429,N390,2,2.5100000000000002,164,0.796812749003984
E889,I10,6,7.54,469,0.7957559681697612
D469,F179,4,5.03,334,0.7952286282306162
F019,J690,6,7.55,445,0.794701986754967
E142,I739,7,8.81,674,0.7945516458569807
I48,I672,5,6.3,351,0.7936507936507937
C449,I10,3,3.7800000000000002,212,0.7936507936507936
C509,I709,1,1.26,82,0.7936507936507936
D649,R000,2,2.52,157,0.7936507936507936
E039,I110,1,1.26,72,0.7936507936507936
E112,R068,1,1.26,89,0.7936507936507936
E46,R000,1,1.26,78,0.7936507936507936
F03,I490,1,1.26,76,0.7936507936507936
F171,I64,1,1.26,106,0.7936507936507936
F919,I251,2,2.52,138,0.7936507936507936
J448,J960,1,1.26,90,0.7936507936507936
J969,R470,1,1.26,71,0.7936507936507936
J969,R636,1,1.26,68,0.7936507936507936
N288,R001,1,1.26,74,0.7936507936507936
E46,J449,14,17.65,1243,0.7932011331444759
J80,J969,6,7.58,647,0.7915567282321899
E112,I251,20,25.27,1780,0.7914523149980214
G459,I120,2,2.5300000000000002,145,0.7905138339920947
E875,I10,5,6.33,439,0.7898894154818326
C61,R568,1,1.27,80,0.7874015748031495
C911,J449,2,2.54,159,0.7874015748031495
E039,I518,1,1.27,76,0.7874015748031495
E112,I709,2,2.54,171,0.7874015748031495
E142,N189,1,1.27,88,0.7874015748031495
E785,J189,15,19.05,1179,0.7874015748031495
E889,J690,3,3.81,239,0.7874015748031495
F179,H353,1,1.27,66,0.7874015748031495
F919,J189,1,1.27,71,0.7874015748031495
I259,J189,2,2.54,153,0.7874015748031495
I500,N390,33,41.910000000000004,2492,0.7874015748031495
I620,J960,1,1.27,81,0.7874015748031495
I802,R688,2,2.54,187,0.7874015748031495
J449,N009,1,1.27,77,0.7874015748031495
J969,R11,1,1.27,76,0.7874015748031495
N390,R636,1,1.27,68,0.7874015748031495
I48,J459,7,8.9,553,0.7865168539325842
D649,I10,99,125.88000000000001,7930,0.7864632983794089
E669,J969,5,6.36,539,0.7861635220125786
I48,R688,26,33.08,2110,0.7859733978234583
I48,R628,58,73.83,4121,0.7855885141541379
C509,R13,2,2.55,152,0.7843137254901962
I219,I251,57,72.72,5246,0.7838283828382838
I272,J449,18,23.009999999999998,1618,0.7822685788787485
I10,I429,35,44.77,3003,0.7817735090462362
C509,R092,2,2.56,167,0.78125
E142,I679,1,1.28,84,0.78125
E785,L899,2,2.56,159,0.78125
F011,I10,1,1.28,74,0.78125
F059,I469,1,1.28,79,0.78125
I10,L031,2,2.56,146,0.78125
I269,R91,1,1.28,83,0.78125
I272,I495,1,1.28,73,0.78125
I500,R601,1,1.28,75,0.78125
J969,K859,1,1.28,93,0.78125
J449,R628,34,43.53,2695,0.781070526073972
I48,L899,7,8.98,550,0.7795100222717148
E785,F171,3,3.85,330,0.7792207792207793
J189,N183,3,3.85,225,0.7792207792207793
I429,R13,2,2.57,149,0.7782101167315175
J960,J981,2,2.57,168,0.7782101167315175
C61,I219,2,2.5700000000000003,170,0.7782101167315174
E112,J960,7,9,646,0.7777777777777778
I429,J449,13,16.72,1211,0.777511961722488
J189,K566,3,3.86,227,0.7772020725388601
J189,L899,4,5.15,347,0.7766990291262136
C189,C679,2,2.58,152,0.7751937984496123
E870,I500,2,2.58,145,0.7751937984496123
E889,I509,2,2.58,153,0.7751937984496123
F329,R99,1,1.29,83,0.7751937984496123
G934,K729,1,1.29,116,0.7751937984496123
I10,K559,4,5.16,338,0.7751937984496123
I350,J690,3,3.87,213,0.7751937984496123
I48,J61,1,1.29,72,0.7751937984496123
I500,R634,3,3.87,206,0.7751937984496123
M199,N390,3,3.87,219,0.7751937984496123
I251,N19,13,16.78,1126,0.7747318235995232
I10,I739,61,78.76,5041,0.7745048247841544
R53,R628,25,32.28,1880,0.7744733581164808
I10,I219,65,84.17,6151,0.7722466436972792
I251,I619,2,2.59,174,0.7722007722007722
I48,M109,4,5.18,294,0.7722007722007722
E871,J969,3,3.8899999999999997,265,0.7712082262210798
I10,M353,3,3.89,210,0.7712082262210797
C509,I350,1,1.3,77,0.7692307692307692
C859,J969,2,2.6,180,0.7692307692307692
E785,K579,1,1.3,76,0.7692307692307692
E871,I120,1,1.3,76,0.7692307692307692
F059,N179,1,1.3,77,0.7692307692307692
F179,M549,1,1.3,110,0.7692307692307692
F419,I499,1,1.3,71,0.7692307692307692
G473,R13,2,2.6,170,0.7692307692307692
I48,L039,2,2.6,153,0.7692307692307692
I519,R092,2,2.6,174,0.7692307692307692
I99,J969,2,2.6,178,0.7692307692307692
J449,K559,2,2.6,188,0.7692307692307692
L039,N179,1,1.3,77,0.7692307692307692
C189,J960,3,3.91,262,0.7672634271099744
E039,I272,3,3.91,250,0.7672634271099744
F419,K219,3,3.91,235,0.7672634271099744
E142,I219,2,2.61,201,0.7662835249042146
E789,I251,6,7.83,501,0.7662835249042146
G301,I469,2,2.61,141,0.7662835249042146
I10,R58,4,5.22,341,0.7662835249042146
I359,I500,7,9.14,556,0.7658643326039387
I500,I64,59,77.05,4792,0.7657365347177157
C80,F179,5,6.53,493,0.7656967840735068
D649,D696,10,13.06,967,0.7656967840735068
F019,J189,4,5.23,305,0.7648183556405354
C541,I10,1,1.31,86,0.7633587786259541
C61,W80,1,1.31,78,0.7633587786259541
D696,I64,1,1.31,91,0.7633587786259541
E889,G309,1,1.31,72,0.7633587786259541
I10,L039,2,2.62,157,0.7633587786259541
I214,I255,1,1.31,92,0.7633587786259541
I469,J958,1,1.31,79,0.7633587786259541
I518,I739,1,1.31,81,0.7633587786259541
I64,R418,1,1.31,82,0.7633587786259541
I679,I694,2,2.62,161,0.7633587786259541
J969,K567,1,1.31,86,0.7633587786259541
G934,I251,6,7.87,543,0.7623888182973316
I251,I472,6,7.87,562,0.7623888182973316
I516,R628,3,3.94,223,0.7614213197969544
C61,J969,8,10.51,661,0.7611798287345386
D649,E112,7,9.2,632,0.7608695652173914
I279,J449,2,2.63,185,0.7604562737642586
D469,I500,6,7.9,471,0.7594936708860759
I10,L893,1,1.3199999999999998,76,0.7575757575757577
E039,E668,1,1.32,116,0.7575757575757576
E142,N390,3,3.96,279,0.7575757575757576
G934,R54,1,1.32,72,0.7575757575757576
